Name,Gender,Race/Ethnicity,Count,Rank,Year
HAWA,FEMALE,BLACK NON HISP,13,44,2012
MILAN,FEMALE,BLACK NON HISP,23,34,2012
ADRIANNA,FEMALE,BLACK NON HISP,11,46,2012
SYDNEY,FEMALE,BLACK NON HISP,17,40,2012
AMINATA,FEMALE,BLACK NON HISP,20,37,2012
DAMANI,MALE,BLACK NON HISP,10,61,2012
AWA,FEMALE,BLACK NON HISP,10,47,2012
HANNAH,FEMALE,BLACK NON HISP,22,35,2012
ABDOUL,MALE,BLACK NON HISP,10,61,2012
JADE,FEMALE,BLACK NON HISP,32,26,2012
OLIVIA,FEMALE,BLACK NON HISP,58,8,2012
ALI,MALE,BLACK NON HISP,14,57,2012
ALIYAH,FEMALE,BLACK NON HISP,20,37,2012
MOHAMED,MALE,BLACK NON HISP,47,28,2012
MUHAMMAD,MALE,BLACK NON HISP,17,54,2012
AMANDA,FEMALE,BLACK NON HISP,11,46,2012
LONDYN,FEMALE,BLACK NON HISP,20,37,2012
AUBREE,FEMALE,BLACK NON HISP,14,43,2012
MALIYAH,FEMALE,BLACK NON HISP,14,43,2012
AVA,FEMALE,BLACK NON HISP,48,13,2012
BRIELLE,FEMALE,BLACK NON HISP,42,17,2012
KENNEDY,FEMALE,BLACK NON HISP,25,32,2012
AVERY,MALE,BLACK NON HISP,20,51,2012
TROY,MALE,BLACK NON HISP,13,58,2012
ISAIAH,MALE,BLACK NON HISP,95,9,2012
JASMINE,FEMALE,BLACK NON HISP,27,31,2012
SANIYAH,FEMALE,BLACK NON HISP,16,41,2012
TAYLOR,FEMALE,BLACK NON HISP,71,3,2012
NEVAEH,FEMALE,BLACK NON HISP,57,9,2012
RILEY,FEMALE,BLACK NON HISP,23,34,2012
ALPHA,MALE,BLACK NON HISP,14,57,2012
PEYTON,MALE,BLACK NON HISP,12,59,2012
KIMORA,FEMALE,BLACK NON HISP,23,34,2012
MEKHI,MALE,BLACK NON HISP,21,50,2012
ISRAEL,MALE,BLACK NON HISP,11,60,2012
ARIANNA,FEMALE,BLACK NON HISP,38,20,2012
SANAA,FEMALE,BLACK NON HISP,22,35,2012
AMIR,MALE,BLACK NON HISP,66,17,2012
ABDOULAYE,MALE,BLACK NON HISP,15,56,2012
ALANA,FEMALE,BLACK NON HISP,25,32,2012
KAMARI,MALE,BLACK NON HISP,10,61,2012
OMAR,MALE,BLACK NON HISP,14,57,2012
ADONIS,MALE,BLACK NON HISP,15,56,2012
BRYAN,MALE,BLACK NON HISP,17,54,2012
TRINITY,FEMALE,BLACK NON HISP,19,38,2012
CONNOR,MALE,BLACK NON HISP,10,61,2012
AYANNA,FEMALE,BLACK NON HISP,13,44,2012
ALANI,FEMALE,BLACK NON HISP,13,44,2012
ALYSSA,FEMALE,BLACK NON HISP,30,28,2012
SEBASTIAN,MALE,BLACK NON HISP,18,53,2012
BRANDON,MALE,BLACK NON HISP,50,25,2012
SAMIYAH,FEMALE,BLACK NON HISP,12,45,2012
GABRIELLE,FEMALE,BLACK NON HISP,42,17,2012
KHLOE,FEMALE,BLACK NON HISP,49,12,2012
HUNTER,MALE,BLACK NON HISP,21,50,2012
MAKENZIE,FEMALE,BLACK NON HISP,11,46,2012
NOAH,MALE,BLACK NON HISP,95,9,2012
MELANIE,FEMALE,BLACK NON HISP,23,34,2012
IAN,MALE,BLACK NON HISP,24,47,2012
ANTHONY,MALE,BLACK NON HISP,58,20,2012
FAITH,FEMALE,BLACK NON HISP,42,17,2012
XAVIER,MALE,BLACK NON HISP,41,33,2012
JONATHAN,MALE,BLACK NON HISP,50,25,2012
KEVIN,MALE,BLACK NON HISP,31,40,2012
MALACHI,MALE,BLACK NON HISP,55,22,2012
NYLAH,FEMALE,BLACK NON HISP,31,27,2012
JEREMY,MALE,BLACK NON HISP,16,55,2012
TIANA,FEMALE,BLACK NON HISP,17,40,2012
KING,MALE,BLACK NON HISP,45,29,2012
CHASE,MALE,BLACK NON HISP,56,21,2012
MAHAMADOU,MALE,BLACK NON HISP,10,61,2012
DERRICK,MALE,BLACK NON HISP,11,60,2012
OUMOU,FEMALE,BLACK NON HISP,13,44,2012
KIARA,FEMALE,BLACK NON HISP,13,44,2012
AICHA,FEMALE,BLACK NON HISP,14,43,2012
JALEN,MALE,BLACK NON HISP,17,54,2012
GIANNA,FEMALE,BLACK NON HISP,17,40,2012
PRINCESS,FEMALE,BLACK NON HISP,11,46,2012
AMELIA,FEMALE,BLACK NON HISP,16,41,2012
ISABELLA,FEMALE,BLACK NON HISP,43,16,2012
AALIYAH,FEMALE,BLACK NON HISP,55,10,2012
MICHELLE,FEMALE,BLACK NON HISP,14,43,2012
ERIN,FEMALE,BLACK NON HISP,11,46,2012
SKYE,FEMALE,BLACK NON HISP,13,44,2012
MEGAN,FEMALE,BLACK NON HISP,11,46,2012
SAMANTHA,FEMALE,BLACK NON HISP,18,39,2012
JAIDEN,MALE,BLACK NON HISP,29,42,2012
ANDRE,MALE,BLACK NON HISP,14,57,2012
TRISTAN,MALE,BLACK NON HISP,54,23,2012
ZACHARY,MALE,BLACK NON HISP,26,45,2012
MIKAYLA,FEMALE,BLACK NON HISP,17,40,2012
DARIUS,MALE,BLACK NON HISP,14,57,2012
LUKE,MALE,BLACK NON HISP,18,53,2012
SANAI,FEMALE,BLACK NON HISP,19,38,2012
KELSEY,FEMALE,BLACK NON HISP,16,41,2012
IBRAHIM,MALE,BLACK NON HISP,28,43,2012
MACKENZIE,FEMALE,BLACK NON HISP,20,37,2012
BRADLEY,MALE,BLACK NON HISP,10,61,2012
NYLA,FEMALE,BLACK NON HISP,47,14,2012
DYLAN,MALE,BLACK NON HISP,58,20,2012
AYDEN,MALE,BLACK NON HISP,70,14,2012
ANIYAH,FEMALE,BLACK NON HISP,30,28,2012
JUSTIN,MALE,BLACK NON HISP,74,12,2012
DOMINIC,MALE,BLACK NON HISP,18,53,2012
LAUREN,FEMALE,BLACK NON HISP,32,26,2012
PAIGE,FEMALE,BLACK NON HISP,25,32,2012
MIRACLE,FEMALE,BLACK NON HISP,18,39,2012
CHRISTINA,FEMALE,BLACK NON HISP,14,43,2012
SARAH,FEMALE,BLACK NON HISP,29,29,2012
DEVIN,MALE,BLACK NON HISP,18,53,2012
JAHMIR,MALE,BLACK NON HISP,12,59,2012
AMIRAH,FEMALE,BLACK NON HISP,27,31,2012
KALEB,MALE,BLACK NON HISP,18,53,2012
AMBER,FEMALE,BLACK NON HISP,10,47,2012
ELI,MALE,BLACK NON HISP,34,37,2012
JADEN,MALE,BLACK NON HISP,50,25,2012
OUMAR,MALE,BLACK NON HISP,17,54,2012
MESSIAH,MALE,BLACK NON HISP,30,41,2012
CALEB,MALE,BLACK NON HISP,41,33,2012
JORDAN,MALE,BLACK NON HISP,60,18,2012
MICHAEL,MALE,BLACK NON HISP,115,6,2012
ALEXIS,FEMALE,BLACK NON HISP,12,45,2012
JORDAN,FEMALE,BLACK NON HISP,10,47,2012
HEAVEN,FEMALE,BLACK NON HISP,25,32,2012
KALIYAH,FEMALE,BLACK NON HISP,10,47,2012
NAOMI,FEMALE,BLACK NON HISP,33,25,2012
ELIAS,MALE,BLACK NON HISP,10,61,2012
KAYLA,FEMALE,BLACK NON HISP,62,6,2012
FANTA,FEMALE,BLACK NON HISP,16,41,2012
MOUSSA,MALE,BLACK NON HISP,12,59,2012
AMARE,MALE,BLACK NON HISP,15,56,2012
KEITH,MALE,BLACK NON HISP,10,61,2012
CARMELO,MALE,BLACK NON HISP,11,60,2012
GENESIS,FEMALE,BLACK NON HISP,21,36,2012
LEAH,FEMALE,BLACK NON HISP,35,23,2012
KIYAN,MALE,BLACK NON HISP,15,56,2012
AIDAN,MALE,BLACK NON HISP,14,57,2012
MELODY,FEMALE,BLACK NON HISP,14,43,2012
RYAN,MALE,BLACK NON HISP,71,13,2012
TERRELL,MALE,BLACK NON HISP,10,61,2012
JASON,MALE,BLACK NON HISP,55,22,2012
ARIANA,FEMALE,BLACK NON HISP,19,38,2012
GABRIELLA,FEMALE,BLACK NON HISP,25,32,2012
MAMADOU,MALE,BLACK NON HISP,33,38,2012
RICHARD,MALE,BLACK NON HISP,15,56,2012
MAYA,FEMALE,BLACK NON HISP,29,29,2012
SKYLA,FEMALE,BLACK NON HISP,29,29,2012
FATOUMATA,FEMALE,BLACK NON HISP,46,15,2012
CAMERON,MALE,BLACK NON HISP,54,23,2012
PEYTON,FEMALE,BLACK NON HISP,36,22,2012
DARREN,MALE,BLACK NON HISP,13,58,2012
HAILEY,FEMALE,BLACK NON HISP,28,30,2012
BELLA,FEMALE,BLACK NON HISP,14,43,2012
CHRISTOPHER,MALE,BLACK NON HISP,68,15,2012
STEPHANIE,FEMALE,BLACK NON HISP,10,47,2012
JOSEPH,MALE,BLACK NON HISP,52,24,2012
CHARLES,MALE,BLACK NON HISP,18,53,2012
IMANI,FEMALE,BLACK NON HISP,34,24,2012
ALICIA,FEMALE,BLACK NON HISP,15,42,2012
MASON,MALE,BLACK NON HISP,103,8,2012
TALIA,FEMALE,BLACK NON HISP,11,46,2012
STEVEN,MALE,BLACK NON HISP,12,59,2012
SHAWN,MALE,BLACK NON HISP,21,50,2012
ZOE,FEMALE,BLACK NON HISP,36,22,2012
SAVANNAH,FEMALE,BLACK NON HISP,37,21,2012
MIA,FEMALE,BLACK NON HISP,41,18,2012
LEVI,MALE,BLACK NON HISP,15,56,2012
NASIR,MALE,BLACK NON HISP,32,39,2012
RILEY,MALE,BLACK NON HISP,14,57,2012
SHANE,MALE,BLACK NON HISP,16,55,2012
ASHLEY,FEMALE,BLACK NON HISP,17,40,2012
AISHA,FEMALE,BLACK NON HISP,19,38,2012
KAYDEN,MALE,BLACK NON HISP,50,25,2012
KYLA,FEMALE,BLACK NON HISP,15,42,2012
JAMES,MALE,BLACK NON HISP,34,37,2012
JONAH,MALE,BLACK NON HISP,13,58,2012
ABDUL,MALE,BLACK NON HISP,15,56,2012
ELIJAH,MALE,BLACK NON HISP,115,6,2012
MOHAMMED,MALE,BLACK NON HISP,11,60,2012
DANIEL,MALE,BLACK NON HISP,67,16,2012
JUDAH,MALE,BLACK NON HISP,16,55,2012
SHAYLA,FEMALE,BLACK NON HISP,10,47,2012
SKYLAR,FEMALE,BLACK NON HISP,43,16,2012
CAYDEN,MALE,BLACK NON HISP,19,52,2012
AARON,MALE,BLACK NON HISPANIC,53,28,2011
ABDOUL,MALE,BLACK NON HISPANIC,16,58,2011
ABDOULAYE,MALE,BLACK NON HISPANIC,13,61,2011
ADAM,MALE,BLACK NON HISPANIC,28,46,2011
ADEN,MALE,BLACK NON HISPANIC,19,55,2011
ADONIS,MALE,BLACK NON HISPANIC,11,63,2011
ADRIAN,MALE,BLACK NON HISPANIC,18,56,2011
AHMED,MALE,BLACK NON HISPANIC,11,63,2011
AIDAN,MALE,BLACK NON HISPANIC,20,54,2011
AIDEN,MALE,BLACK NON HISPANIC,167,2,2011
ALEXANDER,MALE,BLACK NON HISPANIC,39,35,2011
ALI,MALE,BLACK NON HISPANIC,11,63,2011
ALIJAH,MALE,BLACK NON HISPANIC,10,64,2011
ALVIN,MALE,BLACK NON HISPANIC,10,64,2011
AMADOU,MALE,BLACK NON HISPANIC,15,59,2011
AMAR'E,MALE,BLACK NON HISPANIC,12,62,2011
AMARE,MALE,BLACK NON HISPANIC,15,59,2011
AMARI,MALE,BLACK NON HISPANIC,57,27,2011
AMIR,MALE,BLACK NON HISPANIC,89,12,2011
ANDRE,MALE,BLACK NON HISPANIC,22,52,2011
ANDREW,MALE,BLACK NON HISPANIC,36,38,2011
ANGEL,MALE,BLACK NON HISPANIC,10,64,2011
ANTHONY,MALE,BLACK NON HISPANIC,66,22,2011
ANTONIO,MALE,BLACK NON HISPANIC,15,59,2011
ASHTON,MALE,BLACK NON HISPANIC,18,56,2011
AUSTIN,MALE,BLACK NON HISPANIC,13,61,2011
AVERY,MALE,BLACK NON HISPANIC,19,55,2011
AYDEN,MALE,BLACK NON HISPANIC,88,13,2011
BENJAMIN,MALE,BLACK NON HISPANIC,13,61,2011
BLAKE,MALE,BLACK NON HISPANIC,19,55,2011
BRANDON,MALE,BLACK NON HISPANIC,57,27,2011
BRIAN,MALE,BLACK NON HISPANIC,22,52,2011
BRYAN,MALE,BLACK NON HISPANIC,10,64,2011
BRYCE,MALE,BLACK NON HISPANIC,35,39,2011
BRYSON,MALE,BLACK NON HISPANIC,14,60,2011
CALEB,MALE,BLACK NON HISPANIC,44,31,2011
CAMERON,MALE,BLACK NON HISPANIC,47,29,2011
CARMELO,MALE,BLACK NON HISPANIC,13,61,2011
CARTER,MALE,BLACK NON HISPANIC,35,39,2011
CAYDEN,MALE,BLACK NON HISPANIC,11,63,2011
CHAD,MALE,BLACK NON HISPANIC,12,62,2011
CHANCE,MALE,BLACK NON HISPANIC,15,59,2011
CHARLES,MALE,BLACK NON HISPANIC,15,59,2011
CHASE,MALE,BLACK NON HISPANIC,41,33,2011
CHRIS,MALE,BLACK NON HISPANIC,10,64,2011
CHRISTIAN,MALE,BLACK NON HISPANIC,91,11,2011
CHRISTOPHER,MALE,BLACK NON HISPANIC,80,19,2011
CODY,MALE,BLACK NON HISPANIC,10,64,2011
COREY,MALE,BLACK NON HISPANIC,10,64,2011
DANIEL,MALE,BLACK NON HISPANIC,81,18,2011
DARIUS,MALE,BLACK NON HISPANIC,12,62,2011
DARREN,MALE,BLACK NON HISPANIC,12,62,2011
DAVID,MALE,BLACK NON HISPANIC,84,15,2011
DERRICK,MALE,BLACK NON HISPANIC,10,64,2011
DEVIN,MALE,BLACK NON HISPANIC,24,50,2011
DEVON,MALE,BLACK NON HISPANIC,10,64,2011
DOMINIC,MALE,BLACK NON HISPANIC,17,57,2011
DONOVAN,MALE,BLACK NON HISPANIC,10,64,2011
DWAYNE,MALE,BLACK NON HISPANIC,14,60,2011
DYLAN,MALE,BLACK NON HISPANIC,42,32,2011
EDWARD,MALE,BLACK NON HISPANIC,10,64,2011
ELI,MALE,BLACK NON HISPANIC,22,52,2011
ELIAS,MALE,BLACK NON HISPANIC,14,60,2011
ELIJAH,MALE,BLACK NON HISPANIC,156,3,2011
EMMANUEL,MALE,BLACK NON HISPANIC,46,30,2011
ERIC,MALE,BLACK NON HISPANIC,14,60,2011
ETHAN,MALE,BLACK NON HISPANIC,124,6,2011
EVAN,MALE,BLACK NON HISPANIC,26,48,2011
GABRIEL,MALE,BLACK NON HISPANIC,36,38,2011
GAVIN,MALE,BLACK NON HISPANIC,18,56,2011
GEORGE,MALE,BLACK NON HISPANIC,10,64,2011
GIOVANNI,MALE,BLACK NON HISPANIC,14,60,2011
HASSAN,MALE,BLACK NON HISPANIC,10,64,2011
HAYDEN,MALE,BLACK NON HISPANIC,12,62,2011
HUNTER,MALE,BLACK NON HISPANIC,12,62,2011
IAN,MALE,BLACK NON HISPANIC,21,53,2011
IBRAHIMA,MALE,BLACK NON HISPANIC,11,63,2011
ISAAC,MALE,BLACK NON HISPANIC,18,56,2011
ISAIAH,MALE,BLACK NON HISPANIC,105,8,2011
ISHMAEL,MALE,BLACK NON HISPANIC,10,64,2011
ISIAH,MALE,BLACK NON HISPANIC,11,63,2011
JACE,MALE,BLACK NON HISPANIC,21,53,2011
JACKSON,MALE,BLACK NON HISPANIC,11,63,2011
JACOB,MALE,BLACK NON HISPANIC,82,17,2011
JADEN,MALE,BLACK NON HISPANIC,75,20,2011
JAHEIM,MALE,BLACK NON HISPANIC,10,64,2011
JAHMIR,MALE,BLACK NON HISPANIC,14,60,2011
JAIDEN,MALE,BLACK NON HISPANIC,35,39,2011
JALEN,MALE,BLACK NON HISPANIC,15,59,2011
JAMAL,MALE,BLACK NON HISPANIC,13,61,2011
JAMEL,MALE,BLACK NON HISPANIC,13,61,2011
JAMES,MALE,BLACK NON HISPANIC,33,41,2011
JAMIR,MALE,BLACK NON HISPANIC,12,62,2011
JARED,MALE,BLACK NON HISPANIC,12,62,2011
JASIAH,MALE,BLACK NON HISPANIC,16,58,2011
JASON,MALE,BLACK NON HISPANIC,44,31,2011
JAYDEN,MALE,BLACK NON HISPANIC,184,1,2011
JAYLEN,MALE,BLACK NON HISPANIC,38,36,2011
JAYSON,MALE,BLACK NON HISPANIC,14,60,2011
JELANI,MALE,BLACK NON HISPANIC,11,63,2011
JEREMIAH,MALE,BLACK NON HISPANIC,153,4,2011
JEREMY,MALE,BLACK NON HISPANIC,15,59,2011
JERMAINE,MALE,BLACK NON HISPANIC,16,58,2011
JESSE,MALE,BLACK NON HISPANIC,12,62,2011
JOEL,MALE,BLACK NON HISPANIC,37,37,2011
JOHN,MALE,BLACK NON HISPANIC,34,40,2011
JONATHAN,MALE,BLACK NON HISPANIC,53,28,2011
JORDAN,MALE,BLACK NON HISPANIC,53,28,2011
JOSEPH,MALE,BLACK NON HISPANIC,35,39,2011
JOSHUA,MALE,BLACK NON HISPANIC,128,5,2011
JOSIAH,MALE,BLACK NON HISPANIC,121,7,2011
JUSTICE,MALE,BLACK NON HISPANIC,11,63,2011
JUSTIN,MALE,BLACK NON HISPANIC,85,14,2011
KADEN,MALE,BLACK NON HISPANIC,22,52,2011
KAI,MALE,BLACK NON HISPANIC,14,60,2011
KAIDEN,MALE,BLACK NON HISPANIC,28,46,2011
KALEB,MALE,BLACK NON HISPANIC,18,56,2011
KAMARI,MALE,BLACK NON HISPANIC,17,57,2011
KAMERON,MALE,BLACK NON HISPANIC,14,60,2011
KAYDEN,MALE,BLACK NON HISPANIC,37,37,2011
KEITH,MALE,BLACK NON HISPANIC,12,62,2011
KENNETH,MALE,BLACK NON HISPANIC,16,58,2011
KEVIN,MALE,BLACK NON HISPANIC,28,46,2011
KHALIL,MALE,BLACK NON HISPANIC,19,55,2011
KING,MALE,BLACK NON HISPANIC,14,60,2011
KIYAN,MALE,BLACK NON HISPANIC,12,62,2011
KYLE,MALE,BLACK NON HISPANIC,40,34,2011
KYMANI,MALE,BLACK NON HISPANIC,19,55,2011
LAMAR,MALE,BLACK NON HISPANIC,15,59,2011
LANDON,MALE,BLACK NON HISPANIC,11,63,2011
LEVI,MALE,BLACK NON HISPANIC,15,59,2011
LIAM,MALE,BLACK NON HISPANIC,61,24,2011
LOGAN,MALE,BLACK NON HISPANIC,25,49,2011
LUCAS,MALE,BLACK NON HISPANIC,12,62,2011
MAKAI,MALE,BLACK NON HISPANIC,10,64,2011
MALACHI,MALE,BLACK NON HISPANIC,72,21,2011
MALCOLM,MALE,BLACK NON HISPANIC,11,63,2011
MALIK,MALE,BLACK NON HISPANIC,24,50,2011
MAMADOU,MALE,BLACK NON HISPANIC,27,47,2011
MARC,MALE,BLACK NON HISPANIC,11,63,2011
MARCUS,MALE,BLACK NON HISPANIC,24,50,2011
MARQUIS,MALE,BLACK NON HISPANIC,10,64,2011
MASON,MALE,BLACK NON HISPANIC,83,16,2011
MATTHEW,MALE,BLACK NON HISPANIC,59,25,2011
MAURICE,MALE,BLACK NON HISPANIC,16,58,2011
MEKHI,MALE,BLACK NON HISPANIC,33,41,2011
MESSIAH,MALE,BLACK NON HISPANIC,23,51,2011
MICAH,MALE,BLACK NON HISPANIC,29,45,2011
MICHAEL,MALE,BLACK NON HISPANIC,93,10,2011
MILES,MALE,BLACK NON HISPANIC,10,64,2011
MOHAMED,MALE,BLACK NON HISPANIC,37,37,2011
MOHAMMED,MALE,BLACK NON HISPANIC,23,51,2011
MOUSSA,MALE,BLACK NON HISPANIC,11,63,2011
MYLES,MALE,BLACK NON HISPANIC,15,59,2011
NANA,MALE,BLACK NON HISPANIC,10,64,2011
NASIR,MALE,BLACK NON HISPANIC,33,41,2011
NATHAN,MALE,BLACK NON HISPANIC,32,42,2011
NATHANIEL,MALE,BLACK NON HISPANIC,64,23,2011
NEHEMIAH,MALE,BLACK NON HISPANIC,13,61,2011
NICHOLAS,MALE,BLACK NON HISPANIC,31,43,2011
NICOLAS,MALE,BLACK NON HISPANIC,11,63,2011
NIGEL,MALE,BLACK NON HISPANIC,10,64,2011
NOAH,MALE,BLACK NON HISPANIC,91,11,2011
OMAR,MALE,BLACK NON HISPANIC,14,60,2011
OMARI,MALE,BLACK NON HISPANIC,19,55,2011
OUSMANE,MALE,BLACK NON HISPANIC,14,60,2011
PATRICK,MALE,BLACK NON HISPANIC,14,60,2011
PRESTON,MALE,BLACK NON HISPANIC,19,55,2011
PRINCE,MALE,BLACK NON HISPANIC,32,42,2011
QUINCY,MALE,BLACK NON HISPANIC,10,64,2011
RICARDO,MALE,BLACK NON HISPANIC,10,64,2011
RICHARD,MALE,BLACK NON HISPANIC,15,59,2011
ROBERT,MALE,BLACK NON HISPANIC,29,45,2011
RODNEY,MALE,BLACK NON HISPANIC,10,64,2011
RYAN,MALE,BLACK NON HISPANIC,41,33,2011
SAMUEL,MALE,BLACK NON HISPANIC,30,44,2011
SEAN,MALE,BLACK NON HISPANIC,29,45,2011
SEBASTIAN,MALE,BLACK NON HISPANIC,11,63,2011
SEKOU,MALE,BLACK NON HISPANIC,15,59,2011
SETH,MALE,BLACK NON HISPANIC,12,62,2011
SINCERE,MALE,BLACK NON HISPANIC,24,50,2011
STEPHEN,MALE,BLACK NON HISPANIC,10,64,2011
STEVEN,MALE,BLACK NON HISPANIC,12,62,2011
TERRELL,MALE,BLACK NON HISPANIC,10,64,2011
TERRENCE,MALE,BLACK NON HISPANIC,11,63,2011
TIMOTHY,MALE,BLACK NON HISPANIC,14,60,2011
TRAVIS,MALE,BLACK NON HISPANIC,17,57,2011
TRISTAN,MALE,BLACK NON HISPANIC,58,26,2011
TROY,MALE,BLACK NON HISPANIC,13,61,2011
TYLER,MALE,BLACK NON HISPANIC,101,9,2011
VICTOR,MALE,BLACK NON HISPANIC,12,62,2011
WILLIAM,MALE,BLACK NON HISPANIC,27,47,2011
XAVIER,MALE,BLACK NON HISPANIC,58,26,2011
ZACHARY,MALE,BLACK NON HISPANIC,22,52,2011
ZAIRE,MALE,BLACK NON HISPANIC,19,55,2011
ZION,MALE,BLACK NON HISPANIC,35,39,2011
ZYAIRE,MALE,BLACK NON HISPANIC,14,60,2011
AALIYAH,FEMALE,BLACK NON HISPANIC,69,5,2011
ABIGAIL,FEMALE,BLACK NON HISPANIC,51,11,2011
ADDISON,FEMALE,BLACK NON HISPANIC,13,42,2011
AICHA,FEMALE,BLACK NON HISPANIC,14,41,2011
AISHA,FEMALE,BLACK NON HISPANIC,10,45,2011
AISSATOU,FEMALE,BLACK NON HISPANIC,13,42,2011
ALANA,FEMALE,BLACK NON HISPANIC,18,37,2011
ALEXIS,FEMALE,BLACK NON HISPANIC,13,42,2011
ALICIA,FEMALE,BLACK NON HISPANIC,11,44,2011
ALIYAH,FEMALE,BLACK NON HISPANIC,23,32,2011
ALYSSA,FEMALE,BLACK NON HISPANIC,35,20,2011
AMANDA,FEMALE,BLACK NON HISPANIC,17,38,2011
AMANI,FEMALE,BLACK NON HISPANIC,15,40,2011
AMAYA,FEMALE,BLACK NON HISPANIC,32,23,2011
AMBER,FEMALE,BLACK NON HISPANIC,18,37,2011
AMELIA,FEMALE,BLACK NON HISPANIC,19,36,2011
AMINA,FEMALE,BLACK NON HISPANIC,14,41,2011
AMINATA,FEMALE,BLACK NON HISPANIC,25,30,2011
AMIRA,FEMALE,BLACK NON HISPANIC,15,40,2011
AMIRAH,FEMALE,BLACK NON HISPANIC,22,33,2011
AMIYAH,FEMALE,BLACK NON HISPANIC,20,35,2011
ANAYA,FEMALE,BLACK NON HISPANIC,12,43,2011
ANGEL,FEMALE,BLACK NON HISPANIC,16,39,2011
ANGELINA,FEMALE,BLACK NON HISPANIC,11,44,2011
ANIYA,FEMALE,BLACK NON HISPANIC,19,36,2011
ANIYAH,FEMALE,BLACK NON HISPANIC,35,20,2011
ARIA,FEMALE,BLACK NON HISPANIC,13,42,2011
ARIANA,FEMALE,BLACK NON HISPANIC,13,42,2011
ARIANNA,FEMALE,BLACK NON HISPANIC,38,17,2011
ARIEL,FEMALE,BLACK NON HISPANIC,32,23,2011
ARIELLE,FEMALE,BLACK NON HISPANIC,20,35,2011
ASHLEY,FEMALE,BLACK NON HISPANIC,16,39,2011
AUBREY,FEMALE,BLACK NON HISPANIC,16,39,2011
AUTUMN,FEMALE,BLACK NON HISPANIC,26,29,2011
AVA,FEMALE,BLACK NON HISPANIC,40,15,2011
BRIANNA,FEMALE,BLACK NON HISPANIC,38,17,2011
BRIELLE,FEMALE,BLACK NON HISPANIC,35,20,2011
BROOKE,FEMALE,BLACK NON HISPANIC,12,43,2011
CAMILLE,FEMALE,BLACK NON HISPANIC,12,43,2011
CHELSEA,FEMALE,BLACK NON HISPANIC,37,18,2011
CHEYENNE,FEMALE,BLACK NON HISPANIC,10,45,2011
CHLOE,FEMALE,BLACK NON HISPANIC,72,4,2011
CHRISTINA,FEMALE,BLACK NON HISPANIC,17,38,2011
DAKOTA,FEMALE,BLACK NON HISPANIC,15,40,2011
DANIELLE,FEMALE,BLACK NON HISPANIC,20,35,2011
DESTINY,FEMALE,BLACK NON HISPANIC,35,20,2011
DYLAN,FEMALE,BLACK NON HISPANIC,11,44,2011
EDEN,FEMALE,BLACK NON HISPANIC,11,44,2011
EGYPT,FEMALE,BLACK NON HISPANIC,15,40,2011
EMILY,FEMALE,BLACK NON HISPANIC,30,25,2011
EMMA,FEMALE,BLACK NON HISPANIC,15,40,2011
ERIN,FEMALE,BLACK NON HISPANIC,10,45,2011
ESSENCE,FEMALE,BLACK NON HISPANIC,11,44,2011
EVA,FEMALE,BLACK NON HISPANIC,11,44,2011
FAITH,FEMALE,BLACK NON HISPANIC,46,12,2011
FANTA,FEMALE,BLACK NON HISPANIC,15,40,2011
FATIMA,FEMALE,BLACK NON HISPANIC,24,31,2011
FATOU,FEMALE,BLACK NON HISPANIC,12,43,2011
FATOUMATA,FEMALE,BLACK NON HISPANIC,51,11,2011
GABRIELLA,FEMALE,BLACK NON HISPANIC,24,31,2011
GABRIELLE,FEMALE,BLACK NON HISPANIC,55,8,2011
GENESIS,FEMALE,BLACK NON HISPANIC,15,40,2011
GRACE,FEMALE,BLACK NON HISPANIC,15,40,2011
HAILEY,FEMALE,BLACK NON HISPANIC,31,24,2011
HARMONY,FEMALE,BLACK NON HISPANIC,20,35,2011
HAWA,FEMALE,BLACK NON HISPANIC,15,40,2011
HEAVEN,FEMALE,BLACK NON HISPANIC,32,23,2011
IMANI,FEMALE,BLACK NON HISPANIC,28,27,2011
ISABELLA,FEMALE,BLACK NON HISPANIC,35,20,2011
JADA,FEMALE,BLACK NON HISPANIC,52,10,2011
JADE,FEMALE,BLACK NON HISPANIC,18,37,2011
JALIYAH,FEMALE,BLACK NON HISPANIC,10,45,2011
JANELLE,FEMALE,BLACK NON HISPANIC,11,44,2011
JANIYA,FEMALE,BLACK NON HISPANIC,13,42,2011
JANIYAH,FEMALE,BLACK NON HISPANIC,12,43,2011
JASMINE,FEMALE,BLACK NON HISPANIC,32,23,2011
JAYDA,FEMALE,BLACK NON HISPANIC,16,39,2011
JAYLA,FEMALE,BLACK NON HISPANIC,38,17,2011
JORDYN,FEMALE,BLACK NON HISPANIC,16,39,2011
JULIA,FEMALE,BLACK NON HISPANIC,10,45,2011
KAI,FEMALE,BLACK NON HISPANIC,10,45,2011
KAITLYN,FEMALE,BLACK NON HISPANIC,21,34,2011
KALIYAH,FEMALE,BLACK NON HISPANIC,14,41,2011
KAMIYAH,FEMALE,BLACK NON HISPANIC,10,45,2011
KAYLA,FEMALE,BLACK NON HISPANIC,78,3,2011
KAYLEE,FEMALE,BLACK NON HISPANIC,25,30,2011
KELSEY,FEMALE,BLACK NON HISPANIC,11,44,2011
KENDRA,FEMALE,BLACK NON HISPANIC,12,43,2011
KENNEDY,FEMALE,BLACK NON HISPANIC,13,42,2011
