Name,Gender,Race/Ethnicity,Count,Rank,Year
Camilla,FEMALE,WHITE NON HISPANIC,10,82,2013
Lila,FEMALE,WHITE NON HISPANIC,42,54,2014
Camille,FEMALE,WHITE NON HISPANIC,12,80,2013
Caroline,FEMALE,WHITE NON HISPANIC,41,52,2013
Cassidy,FEMALE,WHITE NON HISPANIC,10,82,2013
Catherine,FEMALE,WHITE NON HISPANIC,49,44,2013
Cecilia,FEMALE,WHITE NON HISPANIC,22,70,2013
Celine,FEMALE,WHITE NON HISPANIC,10,82,2013
Shaina,FEMALE,WHITE NON HISPANIC,13,83,2014
Madeleine,FEMALE,WHITE NON HISPANIC,35,61,2014
Dahlia,FEMALE,WHITE NON HISPANIC,13,79,2013
Chana,FEMALE,WHITE NON HISPANIC,150,10,2013
Graham,MALE,WHITE NON HISPANIC,20,90,2013
Chany,FEMALE,WHITE NON HISPANIC,32,60,2013
Charlotte,FEMALE,WHITE NON HISPANIC,137,12,2013
Chava,FEMALE,WHITE NON HISPANIC,36,56,2013
Gia,FEMALE,WHITE NON HISPANIC,17,79,2014
Layla,FEMALE,WHITE NON HISPANIC,41,52,2013
Aydin,MALE,WHITE NON HISPANIC,11,101,2014
Chavy,FEMALE,WHITE NON HISPANIC,10,82,2013
Gianna,FEMALE,WHITE NON HISPANIC,57,38,2013
Chaya,FEMALE,WHITE NON HISPANIC,175,8,2013
Chiara,FEMALE,WHITE NON HISPANIC,10,82,2013
Chloe,FEMALE,WHITE NON HISPANIC,95,23,2013
Christina,FEMALE,WHITE NON HISPANIC,10,82,2013
Alexandra,FEMALE,WHITE NON HISPANIC,98,21,2013
Claire,FEMALE,WHITE NON HISPANIC,33,59,2013
Clara,FEMALE,WHITE NON HISPANIC,30,62,2013
Claudia,FEMALE,WHITE NON HISPANIC,16,76,2013
Clementine,FEMALE,WHITE NON HISPANIC,10,82,2013
Colette,FEMALE,WHITE NON HISPANIC,16,76,2013
Cora,FEMALE,WHITE NON HISPANIC,22,70,2013
Dahlia,FEMALE,WHITE NON HISPANIC,13,79,2013
Daisy,FEMALE,WHITE NON HISPANIC,10,82,2013
Daniella,FEMALE,WHITE NON HISPANIC,38,55,2013
Danielle,FEMALE,WHITE NON HISPANIC,22,70,2013
Michelle,FEMALE,WHITE NON HISPANIC,23,73,2014
Harrison,MALE,WHITE NON HISPANIC,44,69,2014
Micah,MALE,WHITE NON HISPANIC,18,92,2013
Daphne,FEMALE,WHITE NON HISPANIC,17,75,2013
Devora,FEMALE,WHITE NON HISPANIC,21,71,2013
Devorah,FEMALE,WHITE NON HISPANIC,53,42,2013
Diana,FEMALE,WHITE NON HISPANIC,19,73,2013
Dina,FEMALE,WHITE NON HISPANIC,36,56,2013
Talia,FEMALE,WHITE NON HISPANIC,41,52,2013
Dylan,FEMALE,WHITE NON HISPANIC,12,80,2013
Amalia,FEMALE,WHITE NON HISPANIC,12,80,2013
Eden,FEMALE,WHITE NON HISPANIC,15,77,2013
Asher,MALE,WHITE NON HISPANIC,72,48,2014
Aaron,MALE,WHITE NON HISPANIC,81,42,2013
Edith,FEMALE,WHITE NON HISPANIC,12,80,2013
Eleanor,FEMALE,WHITE NON HISPANIC,46,47,2013
Elena,FEMALE,WHITE NON HISPANIC,29,63,2013
Eliana,FEMALE,WHITE NON HISPANIC,57,38,2013
Elise,FEMALE,WHITE NON HISPANIC,13,79,2013
Elisheva,FEMALE,WHITE NON HISPANIC,17,75,2013
Levi,MALE,WHITE NON HISPANIC,57,57,2013
Eliza,FEMALE,WHITE NON HISPANIC,32,60,2013
Elizabeth,FEMALE,WHITE NON HISPANIC,91,24,2013
Ella,FEMALE,WHITE NON HISPANIC,127,15,2013
Stella,FEMALE,WHITE NON HISPANIC,78,29,2014
Preston,MALE,WHITE NON HISPANIC,13,99,2014
Ellie,FEMALE,WHITE NON HISPANIC,20,72,2013
Eloise,FEMALE,WHITE NON HISPANIC,28,64,2013
Elsa,FEMALE,WHITE NON HISPANIC,11,81,2013
Emerson,FEMALE,WHITE NON HISPANIC,15,77,2013
Emilia,FEMALE,WHITE NON HISPANIC,38,55,2013
Christian,MALE,WHITE NON HISPANIC,50,62,2013
Emily,FEMALE,WHITE NON HISPANIC,115,18,2013
Eliezer,MALE,WHITE NON HISPANIC,52,62,2014
Rory,MALE,WHITE NON HISPANIC,10,100,2013
Brendan,MALE,WHITE NON HISPANIC,12,100,2014
Emma,FEMALE,WHITE NON HISPANIC,228,2,2013
Imran,MALE,WHITE NON HISPANIC,10,102,2014
Youssef,MALE,WHITE NON HISPANIC,24,88,2014
Giuseppe,MALE,WHITE NON HISPANIC,10,102,2014
Emmeline,FEMALE,WHITE NON HISPANIC,11,81,2013
Judy,FEMALE,WHITE NON HISPANIC,15,77,2013
Ryder,MALE,WHITE NON HISPANIC,14,96,2013
Ester,FEMALE,WHITE NON HISPANIC,10,82,2013
Gavriel,MALE,WHITE NON HISPANIC,17,95,2014
Charles,MALE,WHITE NON HISPANIC,136,22,2013
Serena,FEMALE,WHITE NON HISPANIC,12,80,2013
Esther,FEMALE,WHITE NON HISPANIC,214,3,2013
Yossi,MALE,WHITE NON HISPANIC,15,97,2014
Esty,FEMALE,WHITE NON HISPANIC,29,63,2013
Cecelia,FEMALE,WHITE NON HISPANIC,11,85,2014
Devorah,FEMALE,WHITE NON HISPANIC,53,42,2013
Etty,FEMALE,WHITE NON HISPANIC,20,72,2013
Luka,MALE,WHITE NON HISPANIC,21,89,2013
Eva,FEMALE,WHITE NON HISPANIC,57,38,2013
Eve,FEMALE,WHITE NON HISPANIC,20,72,2013
Evelyn,FEMALE,WHITE NON HISPANIC,56,39,2013
Daniella,FEMALE,WHITE NON HISPANIC,38,55,2013
Faiga,FEMALE,WHITE NON HISPANIC,26,66,2013
Claire,FEMALE,WHITE NON HISPANIC,43,53,2014
Faigy,FEMALE,WHITE NON HISPANIC,71,32,2013
Farah,FEMALE,WHITE NON HISPANIC,11,81,2013
Fatima,FEMALE,WHITE NON HISPANIC,10,82,2013
Fiona,FEMALE,WHITE NON HISPANIC,51,43,2013
Fradel,FEMALE,WHITE NON HISPANIC,13,79,2013
Phoebe,FEMALE,WHITE NON HISPANIC,27,69,2014
Fraidy,FEMALE,WHITE NON HISPANIC,32,60,2013
Frances,FEMALE,WHITE NON HISPANIC,12,80,2013
Francesca,FEMALE,WHITE NON HISPANIC,27,65,2013
Lara,FEMALE,WHITE NON HISPANIC,17,79,2014
Addison,FEMALE,WHITE NON HISPANIC,26,66,2013
Hannah,FEMALE,WHITE NON HISPANIC,102,19,2013
Freya,FEMALE,WHITE NON HISPANIC,10,82,2013
Zalmen,MALE,WHITE NON HISPANIC,12,98,2013
Frimet,FEMALE,WHITE NON HISPANIC,13,79,2013
Gabriela,FEMALE,WHITE NON HISPANIC,17,75,2013
Gabriella,FEMALE,WHITE NON HISPANIC,73,30,2013
Moishe,MALE,WHITE NON HISPANIC,21,91,2014
Lyla,FEMALE,WHITE NON HISPANIC,18,74,2013
Gabrielle,FEMALE,WHITE NON HISPANIC,18,74,2013
Ruchy,FEMALE,WHITE NON HISPANIC,14,78,2013
Caroline,FEMALE,WHITE NON HISPANIC,41,52,2013
Gavin,MALE,WHITE NON HISPANIC,50,64,2014
Gemma,FEMALE,WHITE NON HISPANIC,18,74,2013
Karas,MALE,WHITE NON HISPANIC,10,102,2014
Genevieve,FEMALE,WHITE NON HISPANIC,14,78,2013
Georgia,FEMALE,WHITE NON HISPANIC,23,69,2013
Sima,FEMALE,WHITE NON HISPANIC,14,82,2014
Gia,FEMALE,WHITE NON HISPANIC,21,71,2013
Bella,FEMALE,WHITE NON HISPANIC,32,60,2013
Gianna,FEMALE,WHITE NON HISPANIC,57,38,2013
Giselle,FEMALE,WHITE NON HISPANIC,11,81,2013
Gittel,FEMALE,WHITE NON HISPANIC,13,79,2013
Juliette,FEMALE,WHITE NON HISPANIC,31,61,2013
Gitty,FEMALE,WHITE NON HISPANIC,74,29,2013
Aziza,FEMALE,WHITE NON HISPANIC,11,85,2014
Giuliana,FEMALE,WHITE NON HISPANIC,35,57,2013
Golda,FEMALE,WHITE NON HISPANIC,12,80,2013
Goldy,FEMALE,WHITE NON HISPANIC,32,60,2013
Sabina,FEMALE,WHITE NON HISPANIC,11,81,2013
Grace,FEMALE,WHITE NON HISPANIC,65,33,2013
Ada,FEMALE,WHITE NON HISPANIC,11,81,2013
Hadassah,FEMALE,WHITE NON HISPANIC,13,79,2013
Yakov,MALE,WHITE NON HISPANIC,61,55,2013
Hadley,FEMALE,WHITE NON HISPANIC,14,78,2013
Juliana,FEMALE,WHITE NON HISPANIC,27,65,2013
Jude,MALE,WHITE NON HISPANIC,23,87,2013
Hailey,FEMALE,WHITE NON HISPANIC,23,69,2013
Hana,FEMALE,WHITE NON HISPANIC,19,73,2013
Clementine,FEMALE,WHITE NON HISPANIC,11,85,2014
Hanna,FEMALE,WHITE NON HISPANIC,21,71,2013
Hannah,FEMALE,WHITE NON HISPANIC,102,19,2013
Brandon,MALE,WHITE NON HISPANIC,36,74,2013
Harper,FEMALE,WHITE NON HISPANIC,48,45,2013
Hazel,FEMALE,WHITE NON HISPANIC,20,72,2013
Vivian,FEMALE,WHITE NON HISPANIC,61,39,2014
Helena,FEMALE,WHITE NON HISPANIC,18,74,2013
Henny,FEMALE,WHITE NON HISPANIC,26,66,2013
Conor,MALE,WHITE NON HISPANIC,17,93,2013
Hinda,FEMALE,WHITE NON HISPANIC,10,82,2013
Hindy,FEMALE,WHITE NON HISPANIC,41,52,2013
Idy,FEMALE,WHITE NON HISPANIC,13,79,2013
Ilana,FEMALE,WHITE NON HISPANIC,12,80,2013
Iris,FEMALE,WHITE NON HISPANIC,16,76,2013
Isabel,FEMALE,WHITE NON HISPANIC,27,65,2013
Isabella,FEMALE,WHITE NON HISPANIC,143,11,2013
Tessa,FEMALE,WHITE NON HISPANIC,13,83,2014
Isabelle,FEMALE,WHITE NON HISPANIC,21,71,2013
Chany,FEMALE,WHITE NON HISPANIC,32,60,2013
Isla,FEMALE,WHITE NON HISPANIC,28,64,2013
Georgia,FEMALE,WHITE NON HISPANIC,23,69,2013
Ivy,FEMALE,WHITE NON HISPANIC,16,76,2013
Jacqueline,FEMALE,WHITE NON HISPANIC,16,76,2013
Jana,FEMALE,WHITE NON HISPANIC,16,76,2013
Jane,FEMALE,WHITE NON HISPANIC,27,65,2013
Jasmina,FEMALE,WHITE NON HISPANIC,10,82,2013
Madison,FEMALE,WHITE NON HISPANIC,68,33,2014
Jasmine,FEMALE,WHITE NON HISPANIC,13,79,2013
Jenna,FEMALE,WHITE NON HISPANIC,20,72,2013
Jessica,FEMALE,WHITE NON HISPANIC,17,75,2013
Jordan,FEMALE,WHITE NON HISPANIC,10,82,2013
Jordyn,FEMALE,WHITE NON HISPANIC,10,82,2013
Josephine,FEMALE,WHITE NON HISPANIC,35,57,2013
Joyce,FEMALE,WHITE NON HISPANIC,17,75,2013
Judy,FEMALE,WHITE NON HISPANIC,15,77,2013
Julia,FEMALE,WHITE NON HISPANIC,90,25,2013
Chava,FEMALE,WHITE NON HISPANIC,36,56,2013
Juliana,FEMALE,WHITE NON HISPANIC,27,65,2013
Julianna,FEMALE,WHITE NON HISPANIC,21,71,2013
Julie,FEMALE,WHITE NON HISPANIC,11,81,2013
Juliet,FEMALE,WHITE NON HISPANIC,32,60,2013
Juliette,FEMALE,WHITE NON HISPANIC,31,61,2013
June,FEMALE,WHITE NON HISPANIC,13,79,2013
Kaitlyn,FEMALE,WHITE NON HISPANIC,18,74,2013
Kate,FEMALE,WHITE NON HISPANIC,17,75,2013
Katerina,FEMALE,WHITE NON HISPANIC,10,82,2013
Katherine,FEMALE,WHITE NON HISPANIC,45,48,2013
Kayla,FEMALE,WHITE NON HISPANIC,35,57,2013
Kaylee,FEMALE,WHITE NON HISPANIC,12,80,2013
Keira,FEMALE,WHITE NON HISPANIC,22,70,2013
Jordan,MALE,WHITE NON HISPANIC,25,85,2013
Kira,FEMALE,WHITE NON HISPANIC,12,80,2013
Kylie,FEMALE,WHITE NON HISPANIC,16,76,2013
Laila,FEMALE,WHITE NON HISPANIC,18,74,2013
Alexia,FEMALE,WHITE NON HISPANIC,10,82,2013
Lara,FEMALE,WHITE NON HISPANIC,10,82,2013
Laura,FEMALE,WHITE NON HISPANIC,13,79,2013
Lauren,FEMALE,WHITE NON HISPANIC,22,70,2013
Layan,FEMALE,WHITE NON HISPANIC,11,81,2013
Layla,FEMALE,WHITE NON HISPANIC,41,52,2013
Lea,FEMALE,WHITE NON HISPANIC,23,69,2013
Leah,FEMALE,WHITE NON HISPANIC,179,6,2013
Leila,FEMALE,WHITE NON HISPANIC,35,57,2013
Lena,FEMALE,WHITE NON HISPANIC,24,68,2013
Alessia,FEMALE,WHITE NON HISPANIC,12,80,2013
Leona,FEMALE,WHITE NON HISPANIC,12,80,2013
Leora,FEMALE,WHITE NON HISPANIC,11,81,2013
Liana,FEMALE,WHITE NON HISPANIC,15,81,2014
Leyla,FEMALE,WHITE NON HISPANIC,11,81,2013
Lia,FEMALE,WHITE NON HISPANIC,28,64,2013
Liana,FEMALE,WHITE NON HISPANIC,18,74,2013
Liba,FEMALE,WHITE NON HISPANIC,13,79,2013
Libby,FEMALE,WHITE NON HISPANIC,34,58,2013
Lila,FEMALE,WHITE NON HISPANIC,27,65,2013
Liliana,FEMALE,WHITE NON HISPANIC,21,71,2013
Lillian,FEMALE,WHITE NON HISPANIC,46,47,2013
Lilly,FEMALE,WHITE NON HISPANIC,12,80,2013
Lily,FEMALE,WHITE NON HISPANIC,83,27,2013
Lina,FEMALE,WHITE NON HISPANIC,13,79,2013
Layan,FEMALE,WHITE NON HISPANIC,11,81,2013
Weston,MALE,WHITE NON HISPANIC,11,101,2014
Liv,FEMALE,WHITE NON HISPANIC,19,73,2013
Livia,FEMALE,WHITE NON HISPANIC,14,78,2013
Lola,FEMALE,WHITE NON HISPANIC,20,72,2013
Louisa,FEMALE,WHITE NON HISPANIC,14,78,2013
Dovid,MALE,WHITE NON HISPANIC,26,86,2014
Louise,FEMALE,WHITE NON HISPANIC,13,79,2013
Lucia,FEMALE,WHITE NON HISPANIC,19,73,2013
Luciana,FEMALE,WHITE NON HISPANIC,11,81,2013
Jeremy,MALE,WHITE NON HISPANIC,11,99,2013
Gabriella,FEMALE,WHITE NON HISPANIC,73,30,2013
Lucille,FEMALE,WHITE NON HISPANIC,14,78,2013
Yitty,FEMALE,WHITE NON HISPANIC,59,40,2014
Grayson,MALE,WHITE NON HISPANIC,23,87,2013
Lucy,FEMALE,WHITE NON HISPANIC,51,43,2013
Luna,FEMALE,WHITE NON HISPANIC,16,76,2013
Lydia,FEMALE,WHITE NON HISPANIC,10,82,2013
Abigail,FEMALE,WHITE NON HISPANIC,124,13,2014
Shaya,MALE,WHITE NON HISPANIC,21,89,2013
Lyla,FEMALE,WHITE NON HISPANIC,18,74,2013
Mackenzie,FEMALE,WHITE NON HISPANIC,21,71,2013
Fradel,FEMALE,WHITE NON HISPANIC,13,79,2013
Michelle,FEMALE,WHITE NON HISPANIC,30,62,2013
Jaxon,MALE,WHITE NON HISPANIC,14,98,2014
Madeleine,FEMALE,WHITE NON HISPANIC,41,52,2013
Madeline,FEMALE,WHITE NON HISPANIC,56,39,2013
Madelyn,FEMALE,WHITE NON HISPANIC,20,72,2013
Madison,FEMALE,WHITE NON HISPANIC,78,28,2013
Melanie,FEMALE,WHITE NON HISPANIC,15,77,2013
Mae,FEMALE,WHITE NON HISPANIC,11,81,2013
Maeve,FEMALE,WHITE NON HISPANIC,24,68,2013
Malak,FEMALE,WHITE NON HISPANIC,23,69,2013
Philip,MALE,WHITE NON HISPANIC,23,87,2013
Ivan,MALE,WHITE NON HISPANIC,15,97,2014
Jasmina,FEMALE,WHITE NON HISPANIC,11,85,2014
Eden,FEMALE,WHITE NON HISPANIC,14,82,2014
Malka,FEMALE,WHITE NON HISPANIC,72,31,2013
Malky,FEMALE,WHITE NON HISPANIC,65,33,2013
Margaret,FEMALE,WHITE NON HISPANIC,25,67,2013
Margaux,FEMALE,WHITE NON HISPANIC,12,80,2013
Margot,FEMALE,WHITE NON HISPANIC,16,76,2013
Maria,FEMALE,WHITE NON HISPANIC,51,43,2013
Justin,MALE,WHITE NON HISPANIC,30,80,2013
Mendy,MALE,WHITE NON HISPANIC,13,99,2014
Mariam,FEMALE,WHITE NON HISPANIC,31,61,2013
Yisroel,MALE,WHITE NON HISPANIC,83,43,2014
Mary,FEMALE,WHITE NON HISPANIC,22,70,2013
Maryam,FEMALE,WHITE NON HISPANIC,11,81,2013
Matilda,FEMALE,WHITE NON HISPANIC,18,74,2013
Maya,FEMALE,WHITE NON HISPANIC,122,16,2013
Megan,FEMALE,WHITE NON HISPANIC,12,80,2013
Dominic,MALE,WHITE NON HISPANIC,27,85,2014
Melanie,FEMALE,WHITE NON HISPANIC,15,77,2013
Mia,FEMALE,WHITE NON HISPANIC,134,13,2013
Michal,FEMALE,WHITE NON HISPANIC,10,82,2013
Francesca,FEMALE,WHITE NON HISPANIC,27,65,2013
Michelle,FEMALE,WHITE NON HISPANIC,30,62,2013
Mikayla,FEMALE,WHITE NON HISPANIC,14,78,2013
Mila,FEMALE,WHITE NON HISPANIC,57,38,2013
Antonia,FEMALE,WHITE NON HISPANIC,17,79,2014
Milana,FEMALE,WHITE NON HISPANIC,19,73,2013
Mina,FEMALE,WHITE NON HISPANIC,13,79,2013
Mindy,FEMALE,WHITE NON HISPANIC,24,68,2013
Valentina,FEMALE,WHITE NON HISPANIC,34,58,2013
Mira,FEMALE,WHITE NON HISPANIC,13,79,2013
Mirel,FEMALE,WHITE NON HISPANIC,18,74,2013
Maria,FEMALE,WHITE NON HISPANIC,51,43,2013
Dylan,FEMALE,WHITE NON HISPANIC,12,80,2013
Miri,FEMALE,WHITE NON HISPANIC,12,80,2013
Anton,MALE,WHITE NON HISPANIC,11,101,2014
Hailey,FEMALE,WHITE NON HISPANIC,22,74,2014
Brooks,MALE,WHITE NON HISPANIC,12,100,2014
Rhys,MALE,WHITE NON HISPANIC,10,100,2013
Landon,MALE,WHITE NON HISPANIC,23,89,2014
Miriam,FEMALE,WHITE NON HISPANIC,160,9,2013
Molly,FEMALE,WHITE NON HISPANIC,41,52,2013
Lina,FEMALE,WHITE NON HISPANIC,13,83,2014
Derek,MALE,WHITE NON HISPANIC,14,98,2014
Morgan,FEMALE,WHITE NON HISPANIC,16,76,2013
Mushka,FEMALE,WHITE NON HISPANIC,12,80,2013
Brielle,FEMALE,WHITE NON HISPANIC,12,84,2014
Nadia,FEMALE,WHITE NON HISPANIC,12,80,2013
Naomi,FEMALE,WHITE NON HISPANIC,41,52,2013
Natalia,FEMALE,WHITE NON HISPANIC,28,64,2013
Elsa,FEMALE,WHITE NON HISPANIC,13,83,2014
Natalie,FEMALE,WHITE NON HISPANIC,41,52,2013
Madison,FEMALE,WHITE NON HISPANIC,78,28,2013
Nechama,FEMALE,WHITE NON HISPANIC,29,63,2013
Nicole,FEMALE,WHITE NON HISPANIC,45,48,2013
Duvid,MALE,WHITE NON HISPANIC,10,100,2013
Nina,FEMALE,WHITE NON HISPANIC,42,51,2013
Rivky,FEMALE,WHITE NON HISPANIC,52,46,2014
Noa,FEMALE,WHITE NON HISPANIC,21,71,2013
Nora,FEMALE,WHITE NON HISPANIC,53,42,2013
Norah,FEMALE,WHITE NON HISPANIC,15,77,2013
Cassidy,FEMALE,WHITE NON HISPANIC,10,82,2013
Olive,FEMALE,WHITE NON HISPANIC,19,73,2013
Olivia,FEMALE,WHITE NON HISPANIC,233,1,2013
Paige,FEMALE,WHITE NON HISPANIC,17,75,2013
Anna,FEMALE,WHITE NON HISPANIC,95,22,2014
Emmett,MALE,WHITE NON HISPANIC,12,100,2014
Pearl,FEMALE,WHITE NON HISPANIC,31,61,2013
Penelope,FEMALE,WHITE NON HISPANIC,59,36,2013
Perl,FEMALE,WHITE NON HISPANIC,13,79,2013
Luke,MALE,WHITE NON HISPANIC,99,35,2014
Mohammed,MALE,WHITE NON HISPANIC,22,90,2014
Pessy,FEMALE,WHITE NON HISPANIC,29,63,2013
Peyton,FEMALE,WHITE NON HISPANIC,17,75,2013
Phoebe,FEMALE,WHITE NON HISPANIC,24,68,2013
Piper,FEMALE,WHITE NON HISPANIC,17,75,2013
Poppy,FEMALE,WHITE NON HISPANIC,11,81,2013
Lia,FEMALE,WHITE NON HISPANIC,28,64,2013
Quinn,FEMALE,WHITE NON HISPANIC,20,72,2013
Rachel,FEMALE,WHITE NON HISPANIC,176,7,2013
Raizel,FEMALE,WHITE NON HISPANIC,15,77,2013
Hersh,MALE,WHITE NON HISPANIC,15,95,2013
Raizy,FEMALE,WHITE NON HISPANIC,65,33,2013
Celia,FEMALE,WHITE NON HISPANIC,10,86,2014
Eva,FEMALE,WHITE NON HISPANIC,74,30,2014
Reagan,FEMALE,WHITE NON HISPANIC,15,77,2013
Rebecca,FEMALE,WHITE NON HISPANIC,44,49,2013
Reese,FEMALE,WHITE NON HISPANIC,18,74,2013
Renee,FEMALE,WHITE NON HISPANIC,10,82,2013
Rifky,FEMALE,WHITE NON HISPANIC,12,80,2013
Riley,FEMALE,WHITE NON HISPANIC,41,52,2013
Rivka,FEMALE,WHITE NON HISPANIC,120,17,2013
Chaya,FEMALE,WHITE NON HISPANIC,194,6,2014
Avigail,FEMALE,WHITE NON HISPANIC,10,82,2013
Rivky,FEMALE,WHITE NON HISPANIC,60,35,2013
Ava,FEMALE,WHITE NON HISPANIC,146,9,2014
Rochel,FEMALE,WHITE NON HISPANIC,39,54,2013
Roiza,FEMALE,WHITE NON HISPANIC,10,82,2013
Romy,FEMALE,WHITE NON HISPANIC,10,82,2013
Rose,FEMALE,WHITE NON HISPANIC,45,48,2013
Lea,FEMALE,WHITE NON HISPANIC,23,69,2013
Ruby,FEMALE,WHITE NON HISPANIC,40,53,2013
Layla,FEMALE,WHITE NON HISPANIC,55,44,2014
Mendy,MALE,WHITE NON HISPANIC,15,95,2013
Ruchy,FEMALE,WHITE NON HISPANIC,14,78,2013
Dov,MALE,WHITE NON HISPANIC,27,83,2013
Sabina,FEMALE,WHITE NON HISPANIC,11,81,2013
Chiara,FEMALE,WHITE NON HISPANIC,10,82,2013
Sabrina,FEMALE,WHITE NON HISPANIC,24,68,2013
Sadie,FEMALE,WHITE NON HISPANIC,57,38,2013
Sage,FEMALE,WHITE NON HISPANIC,10,82,2013
Chloe,FEMALE,WHITE NON HISPANIC,81,28,2014
Salma,FEMALE,WHITE NON HISPANIC,14,78,2013
Axel,MALE,WHITE NON HISPANIC,10,100,2013
Samantha,FEMALE,WHITE NON HISPANIC,54,41,2013
Sara,FEMALE,WHITE NON HISPANIC,131,14,2013
Salvatore,MALE,WHITE NON HISPANIC,20,92,2014
Sarah,FEMALE,WHITE NON HISPANIC,182,5,2013
Sasha,FEMALE,WHITE NON HISPANIC,14,78,2013
Savannah,FEMALE,WHITE NON HISPANIC,18,74,2013
Milana,FEMALE,WHITE NON HISPANIC,19,77,2014
Scarlett,FEMALE,WHITE NON HISPANIC,48,45,2013
Serena,FEMALE,WHITE NON HISPANIC,12,80,2013
Shaina,FEMALE,WHITE NON HISPANIC,24,68,2013
Lillian,FEMALE,WHITE NON HISPANIC,46,47,2013
Shaindel,FEMALE,WHITE NON HISPANIC,13,79,2013
Chaim,MALE,WHITE NON HISPANIC,130,23,2014
Shaindy,FEMALE,WHITE NON HISPANIC,58,37,2013
Shifra,FEMALE,WHITE NON HISPANIC,17,75,2013
Shira,FEMALE,WHITE NON HISPANIC,20,72,2013
Shoshana,FEMALE,WHITE NON HISPANIC,13,79,2013
Athena,FEMALE,WHITE NON HISPANIC,10,86,2014
Siena,FEMALE,WHITE NON HISPANIC,13,79,2013
Trany,FEMALE,WHITE NON HISPANIC,10,82,2013
Salma,FEMALE,WHITE NON HISPANIC,10,86,2014
Ariel,FEMALE,WHITE NON HISPANIC,13,83,2014
Sienna,FEMALE,WHITE NON HISPANIC,47,46,2013
Binyomin,MALE,WHITE NON HISPANIC,10,100,2013
Ahuva,FEMALE,WHITE NON HISPANIC,18,74,2013
Sima,FEMALE,WHITE NON HISPANIC,12,80,2013
Louis,MALE,WHITE NON HISPANIC,18,94,2014
Simone,FEMALE,WHITE NON HISPANIC,20,72,2013
Fatima,FEMALE,WHITE NON HISPANIC,11,85,2014
Skylar,FEMALE,WHITE NON HISPANIC,21,71,2013
Aviva,FEMALE,WHITE NON HISPANIC,12,80,2013
Sloane,FEMALE,WHITE NON HISPANIC,24,68,2013
Sofia,FEMALE,WHITE NON HISPANIC,122,16,2013
Sophia,FEMALE,WHITE NON HISPANIC,187,4,2013
Sophie,FEMALE,WHITE NON HISPANIC,71,32,2013
Stella,FEMALE,WHITE NON HISPANIC,64,34,2013
Summer,FEMALE,WHITE NON HISPANIC,11,81,2013
Suri,FEMALE,WHITE NON HISPANIC,13,79,2013
Shimon,MALE,WHITE NON HISPANIC,95,34,2013
Sury,FEMALE,WHITE NON HISPANIC,27,65,2013
Brandon,MALE,WHITE NON HISPANIC,33,79,2014
Ian,MALE,WHITE NON HISPANIC,30,82,2014
Sydney,FEMALE,WHITE NON HISPANIC,34,58,2013
Luca,MALE,WHITE NON HISPANIC,94,36,2014
Nora,FEMALE,WHITE NON HISPANIC,70,32,2014
Sylvia,FEMALE,WHITE NON HISPANIC,10,82,2013
Anisa,FEMALE,WHITE NON HISPANIC,13,79,2013
Ella,FEMALE,WHITE NON HISPANIC,127,15,2013
Talia,FEMALE,WHITE NON HISPANIC,41,52,2013
Tamar,FEMALE,WHITE NON HISPANIC,10,82,2013
Taylor,FEMALE,WHITE NON HISPANIC,24,68,2013
Tessa,FEMALE,WHITE NON HISPANIC,12,80,2013
Toby,FEMALE,WHITE NON HISPANIC,51,43,2013
Tova,FEMALE,WHITE NON HISPANIC,15,77,2013
Eliana,FEMALE,WHITE NON HISPANIC,49,47,2014
Trany,FEMALE,WHITE NON HISPANIC,10,82,2013
Tzipora,FEMALE,WHITE NON HISPANIC,16,76,2013
Hadassah,FEMALE,WHITE NON HISPANIC,13,79,2013
Valentina,FEMALE,WHITE NON HISPANIC,34,58,2013
Valerie,FEMALE,WHITE NON HISPANIC,22,70,2013
Vanessa,FEMALE,WHITE NON HISPANIC,15,77,2013
Veronica,FEMALE,WHITE NON HISPANIC,20,72,2013
Ben,MALE,WHITE NON HISPANIC,13,99,2014
Victoria,FEMALE,WHITE NON HISPANIC,100,20,2013
Violet,FEMALE,WHITE NON HISPANIC,58,37,2013
Vivian,FEMALE,WHITE NON HISPANIC,46,47,2013
Vivienne,FEMALE,WHITE NON HISPANIC,36,56,2013
Willa,FEMALE,WHITE NON HISPANIC,18,74,2013
Megan,FEMALE,WHITE NON HISPANIC,12,80,2013
Yael,FEMALE,WHITE NON HISPANIC,15,77,2013
Mark,MALE,WHITE NON HISPANIC,42,68,2013
Yasmin,FEMALE,WHITE NON HISPANIC,14,78,2013
Theo,MALE,WHITE NON HISPANIC,14,96,2013
Yehudis,FEMALE,WHITE NON HISPANIC,20,72,2013
Yides,FEMALE,WHITE NON HISPANIC,19,73,2013
Yitty,FEMALE,WHITE NON HISPANIC,40,53,2013
Alexis,FEMALE,WHITE NON HISPANIC,23,73,2014
Audrey,FEMALE,WHITE NON HISPANIC,35,57,2013
Ethan,MALE,WHITE NON HISPANIC,149,18,2014
Yocheved,FEMALE,WHITE NON HISPANIC,28,64,2013
Baruch,MALE,WHITE NON HISPANIC,15,95,2013
Adina,FEMALE,WHITE NON HISPANIC,17,75,2013
Zelda,FEMALE,WHITE NON HISPANIC,11,81,2013
Yoel,MALE,WHITE NON HISPANIC,16,94,2013
